Log file created successfully
Choose Pixel Format Successful!!..	{Index = 10}
SetPixelFormat Successful!
ELAPSED: 71.279999
ELAPSED: 71.310005
ELAPSED: 71.400002
ELAPSED: 71.430000
ELAPSED: 71.520004
ELAPSED: 71.550003
ELAPSED: 71.669998
ELAPSED: 71.669998
ELAPSED: 71.789993
ELAPSED: 71.789993
ELAPSED: 71.910004
ELAPSED: 71.910004
ELAPSED: 72.029999
ELAPSED: 72.059998
ELAPSED: 72.150002
ELAPSED: 72.180000
ELAPSED: 72.269997
ELAPSED: 72.300003
ELAPSED: 72.419998
ELAPSED: 72.419998
ELAPSED: 72.540001
ELAPSED: 72.540001
ELAPSED: 72.659996
ELAPSED: 72.659996
ELAPSED: 72.780006
ELAPSED: 72.780006
ELAPSED: 72.900002
ELAPSED: 72.930000
ELAPSED: 73.020004
ELAPSED: 73.049995
ELAPSED: 73.169998
ELAPSED: 73.169998
ELAPSED: 73.290001
ELAPSED: 73.290001
ELAPSED: 73.410004
ELAPSED: 73.410004
ELAPSED: 73.529999
ELAPSED: 73.529999
ELAPSED: 73.649994
ELAPSED: 73.680000
ELAPSED: 73.770004
ELAPSED: 73.800003
ELAPSED: 73.889999
ELAPSED: 73.919998
ELAPSED: 74.040001
ELAPSED: 74.040001
ELAPSED: 74.159996
ELAPSED: 74.159996
ELAPSED: 74.279999
ELAPSED: 74.279999
ELAPSED: 74.400002
ELAPSED: 74.430000
ELAPSED: 74.519997
ELAPSED: 74.549995
ELAPSED: 74.670006
ELAPSED: 74.670006
ELAPSED: 74.790001
ELAPSED: 74.790001
ELAPSED: 74.909996
ELAPSED: 74.909996
ELAPSED: 75.029999
ELAPSED: 75.029999
ELAPSED: 75.150002
ELAPSED: 75.180000
ELAPSED: 75.270004
ELAPSED: 75.300003
ELAPSED: 75.419998
ELAPSED: 75.419998
ELAPSED: 75.539993
ELAPSED: 75.539993
ELAPSED: 75.660004
ELAPSED: 75.660004
ELAPSED: 75.779999
ELAPSED: 75.779999
ELAPSED: 75.900002
ELAPSED: 75.930000
ELAPSED: 76.019997
ELAPSED: 76.050003
ELAPSED: 76.169998
ELAPSED: 76.169998
ELAPSED: 76.290001
ELAPSED: 76.290001
ELAPSED: 76.409996
ELAPSED: 76.409996
ELAPSED: 76.530006
ELAPSED: 76.530006
ELAPSED: 76.650002
ELAPSED: 76.680000
ELAPSED: 76.770004
ELAPSED: 76.799995
ELAPSED: 76.919998
ELAPSED: 76.919998
ELAPSED: 77.040001
ELAPSED: 77.040001
ELAPSED: 77.160004
ELAPSED: 77.160004
ELAPSED: 77.279999
ELAPSED: 77.279999
ELAPSED: 77.399994
ELAPSED: 77.430000
ELAPSED: 77.520004
ELAPSED: 77.550003
ELAPSED: 77.639999
ELAPSED: 77.669998
ELAPSED: 77.790001
ELAPSED: 77.790001
ELAPSED: 77.909996
ELAPSED: 77.909996
ELAPSED: 78.029999
ELAPSED: 78.029999
ELAPSED: 78.150002
ELAPSED: 78.180000
ELAPSED: 78.269997
ELAPSED: 78.299995
ELAPSED: 78.420006
ELAPSED: 78.420006
ELAPSED: 78.540001
ELAPSED: 78.540001
ELAPSED: 78.659996
ELAPSED: 78.659996
ELAPSED: 78.779999
ELAPSED: 78.779999
ELAPSED: 78.900002
ELAPSED: 78.930000
ELAPSED: 79.020004
ELAPSED: 79.050003
ELAPSED: 79.169998
ELAPSED: 79.169998
ELAPSED: 79.289993
ELAPSED: 79.289993
ELAPSED: 79.410004
ELAPSED: 79.410004
ELAPSED: 79.529999
ELAPSED: 79.529999
ELAPSED: 79.650002
ELAPSED: 79.680000
ELAPSED: 79.769997
ELAPSED: 79.800003
ELAPSED: 79.919998
ELAPSED: 79.919998
ELAPSED: 80.040001
ELAPSED: 80.040001
ELAPSED: 80.159996
ELAPSED: 80.159996
ELAPSED: 80.280006
ELAPSED: 80.280006
ELAPSED: 80.400002
ELAPSED: 80.430000
ELAPSED: 80.520004
ELAPSED: 80.549995
ELAPSED: 80.669998
ELAPSED: 80.669998
ELAPSED: 80.790001
ELAPSED: 80.790001
ELAPSED: 80.910004
ELAPSED: 80.910004
ELAPSED: 81.029999
ELAPSED: 81.059998
ELAPSED: 81.149994
ELAPSED: 81.180000
ELAPSED: 81.270004
ELAPSED: 81.300003
ELAPSED: 81.419998
ELAPSED: 81.419998
ELAPSED: 81.540001
ELAPSED: 81.540001
ELAPSED: 81.659996
ELAPSED: 81.659996
ELAPSED: 81.779999
ELAPSED: 81.779999
ELAPSED: 81.900002
ELAPSED: 81.930000
ELAPSED: 82.019997
ELAPSED: 82.049995
ELAPSED: 82.139999
ELAPSED: 82.170006
ELAPSED: 82.290001
ELAPSED: 82.290001
ELAPSED: 82.409996
ELAPSED: 82.409996
ELAPSED: 82.529999
ELAPSED: 82.560005
ELAPSED: 82.650002
ELAPSED: 82.680000
ELAPSED: 82.770004
ELAPSED: 82.800003
ELAPSED: 82.919998
ELAPSED: 82.919998
ELAPSED: 83.039993
ELAPSED: 83.039993
ELAPSED: 83.160004
ELAPSED: 83.160004
ELAPSED: 83.279999
ELAPSED: 83.279999
ELAPSED: 83.400002
ELAPSED: 83.430000
ELAPSED: 83.519997
ELAPSED: 83.550003
ELAPSED: 83.669998
ELAPSED: 83.669998
ELAPSED: 83.790001
ELAPSED: 83.790001
ELAPSED: 83.909996
ELAPSED: 83.909996
ELAPSED: 84.030006
ELAPSED: 84.030006
ELAPSED: 84.150002
ELAPSED: 84.180000
ELAPSED: 84.270004
ELAPSED: 84.299995
ELAPSED: 84.419998
ELAPSED: 84.419998
ELAPSED: 84.540001
ELAPSED: 84.540001
ELAPSED: 84.660004
ELAPSED: 84.660004
ELAPSED: 84.779999
ELAPSED: 84.779999
ELAPSED: 84.899994
ELAPSED: 84.930000
ELAPSED: 85.020004
ELAPSED: 85.050003
ELAPSED: 85.139999
ELAPSED: 85.169998
ELAPSED: 85.290001
ELAPSED: 85.290001
ELAPSED: 85.409996
ELAPSED: 85.409996
ELAPSED: 85.529999
ELAPSED: 85.559998
ELAPSED: 85.650002
ELAPSED: 85.680000
ELAPSED: 85.769997
ELAPSED: 85.799995
ELAPSED: 85.920006
ELAPSED: 85.920006
ELAPSED: 86.040001
ELAPSED: 86.040001
ELAPSED: 86.159996
ELAPSED: 86.159996
ELAPSED: 86.279999
ELAPSED: 86.279999
ELAPSED: 86.400002
ELAPSED: 86.430000
ELAPSED: 86.520004
ELAPSED: 86.550003
ELAPSED: 86.639999
ELAPSED: 86.669998
ELAPSED: 86.789993
ELAPSED: 86.789993
ELAPSED: 86.910004
ELAPSED: 86.910004
ELAPSED: 87.029999
ELAPSED: 87.029999
ELAPSED: 87.150002
ELAPSED: 87.180000
ELAPSED: 87.269997
ELAPSED: 87.300003
ELAPSED: 87.419998
ELAPSED: 87.419998
ELAPSED: 87.540001
ELAPSED: 87.540001
ELAPSED: 87.659996
ELAPSED: 87.659996
ELAPSED: 87.780006
ELAPSED: 87.780006
ELAPSED: 87.900002
ELAPSED: 87.930000
ELAPSED: 88.020004
ELAPSED: 88.049995
ELAPSED: 88.139999
ELAPSED: 88.169998
ELAPSED: 88.290001
ELAPSED: 88.290001
ELAPSED: 88.410004
ELAPSED: 88.410004
ELAPSED: 88.529999
ELAPSED: 88.529999
ELAPSED: 88.649994
ELAPSED: 88.680000
ELAPSED: 88.770004
ELAPSED: 88.800003
ELAPSED: 88.919998
ELAPSED: 88.919998
ELAPSED: 89.040001
ELAPSED: 89.040001
ELAPSED: 89.159996
ELAPSED: 89.159996
ELAPSED: 89.279999
ELAPSED: 89.279999
ELAPSED: 89.400002
ELAPSED: 89.430000
ELAPSED: 89.519997
ELAPSED: 89.549995
ELAPSED: 89.670006
ELAPSED: 89.670006
ELAPSED: 89.790001
ELAPSED: 89.790001
ELAPSED: 89.909996
ELAPSED: 89.909996
ELAPSED: 90.029999
ELAPSED: 90.029999
ELAPSED: 90.150002
ELAPSED: 90.180000
ELAPSED: 90.270004
ELAPSED: 90.300003
ELAPSED: 90.419998
ELAPSED: 90.419998
ELAPSED: 90.539993
ELAPSED: 90.539993
ELAPSED: 90.660004
ELAPSED: 90.660004
ELAPSED: 90.779999
ELAPSED: 90.779999
ELAPSED: 90.900002
ELAPSED: 90.930000
ELAPSED: 91.019997
ELAPSED: 91.050003
ELAPSED: 91.169998
ELAPSED: 91.169998
ELAPSED: 91.290001
ELAPSED: 91.290001
ELAPSED: 91.409996
ELAPSED: 91.409996
ELAPSED: 91.530006
ELAPSED: 91.530006
ELAPSED: 91.650002
ELAPSED: 91.650002
ELAPSED: 91.770004
ELAPSED: 91.799995
ELAPSED: 91.889999
ELAPSED: 91.919998
ELAPSED: 92.040001
ELAPSED: 92.040001
ELAPSED: 92.160004
ELAPSED: 92.160004
ELAPSED: 92.279999
ELAPSED: 92.279999
ELAPSED: 92.399994
ELAPSED: 92.430000
ELAPSED: 92.520004
ELAPSED: 92.550003
ELAPSED: 92.639999
ELAPSED: 92.669998
ELAPSED: 92.790001
ELAPSED: 92.790001
ELAPSED: 92.909996
ELAPSED: 92.909996
ELAPSED: 93.029999
ELAPSED: 93.029999
ELAPSED: 93.150002
ELAPSED: 93.180000
ELAPSED: 93.269997
ELAPSED: 93.299995
ELAPSED: 93.389999
ELAPSED: 93.420006
ELAPSED: 93.540001
ELAPSED: 93.540001
ELAPSED: 93.659996
ELAPSED: 93.659996
ELAPSED: 93.779999
ELAPSED: 93.779999
ELAPSED: 93.900002
ELAPSED: 93.900002
ELAPSED: 94.020004
ELAPSED: 94.050003
ELAPSED: 94.139999
ELAPSED: 94.169998
ELAPSED: 94.289993
ELAPSED: 94.289993
ELAPSED: 94.410004
ELAPSED: 94.410004
ELAPSED: 94.529999
ELAPSED: 94.529999
ELAPSED: 94.650002
ELAPSED: 94.680000
ELAPSED: 94.769997
ELAPSED: 94.800003
ELAPSED: 94.919998
ELAPSED: 94.919998
ELAPSED: 95.040001
ELAPSED: 95.040001
ELAPSED: 95.159996
ELAPSED: 95.159996
ELAPSED: 95.280006
ELAPSED: 95.339996
ELAPSED: 95.400002
ELAPSED: 95.459999
ELAPSED: 95.520004
ELAPSED: 95.580002
ELAPSED: 95.639999
ELAPSED: 95.700005
ELAPSED: 95.790001
ELAPSED: 95.820000
ELAPSED: 95.910004
ELAPSED: 95.940002
ELAPSED: 96.029999
ELAPSED: 96.090004
ELAPSED: 96.149994
ELAPSED: 96.209999
ELAPSED: 96.270004
ELAPSED: 96.330002
ELAPSED: 96.389999
ELAPSED: 96.449997
ELAPSED: 96.540001
ELAPSED: 96.570000
ELAPSED: 96.659996
ELAPSED: 96.690002
ELAPSED: 96.779999
ELAPSED: 96.839996
ELAPSED: 96.900002
ELAPSED: 96.960007
ELAPSED: 97.019997
ELAPSED: 97.080002
ELAPSED: 97.139999
ELAPSED: 97.199997
ELAPSED: 97.290001
ELAPSED: 97.320000
ELAPSED: 97.409996
ELAPSED: 97.439995
ELAPSED: 97.529999
ELAPSED: 97.590004
ELAPSED: 97.650002
ELAPSED: 97.709999
ELAPSED: 97.770004
ELAPSED: 97.829994
ELAPSED: 97.889999
ELAPSED: 97.950005
ELAPSED: 98.039993
ELAPSED: 98.070000
ELAPSED: 98.160004
ELAPSED: 98.190002
ELAPSED: 98.279999
ELAPSED: 98.340004
ELAPSED: 98.400002
ELAPSED: 98.459999
ELAPSED: 98.519997
ELAPSED: 98.580002
ELAPSED: 98.639999
ELAPSED: 98.699997
ELAPSED: 98.790001
ELAPSED: 98.820000
ELAPSED: 98.909996
ELAPSED: 98.940002
ELAPSED: 99.030006
ELAPSED: 99.089996
ELAPSED: 99.150002
ELAPSED: 99.209999
ELAPSED: 99.270004
ELAPSED: 99.330002
ELAPSED: 99.389999
ELAPSED: 99.450005
ELAPSED: 99.540001
ELAPSED: 99.570000
ELAPSED: 99.660004
ELAPSED: 99.690002
ELAPSED: 99.779999
ELAPSED: 99.809998
ELAPSED: 99.899994
ELAPSED: 99.959999
ELAPSED: 100.020004
ELAPSED: 100.080002
ELAPSED: 100.139999
ELAPSED: 100.199997
ELAPSED: 100.290001
ELAPSED: 100.320000
ELAPSED: 100.409996
ELAPSED: 100.440002
ELAPSED: 100.529999
ELAPSED: 100.589996
ELAPSED: 100.650002
ELAPSED: 100.710007
ELAPSED: 100.769997
ELAPSED: 100.830002
ELAPSED: 100.889999
ELAPSED: 100.949997
ELAPSED: 101.040001
ELAPSED: 101.040001
ELAPSED: 101.159996
ELAPSED: 101.159996
ELAPSED: 101.279999
ELAPSED: 101.279999
ELAPSED: 101.400002
ELAPSED: 101.430000
ELAPSED: 101.520004
ELAPSED: 101.550003
ELAPSED: 101.669998
ELAPSED: 101.669998
ELAPSED: 101.789993
ELAPSED: 101.789993
ELAPSED: 101.910004
ELAPSED: 101.910004
ELAPSED: 102.029999
ELAPSED: 102.029999
ELAPSED: 102.150002
ELAPSED: 102.150002
ELAPSED: 102.269997
ELAPSED: 102.300003
ELAPSED: 102.389999
ELAPSED: 102.419998
ELAPSED: 102.540001
ELAPSED: 102.540001
ELAPSED: 102.659996
ELAPSED: 102.659996
ELAPSED: 102.780006
ELAPSED: 102.780006
ELAPSED: 102.900002
ELAPSED: 102.900002
ELAPSED: 103.020004
ELAPSED: 103.049995
ELAPSED: 103.139999
ELAPSED: 103.169998
ELAPSED: 103.290001
ELAPSED: 103.290001
ELAPSED: 103.410004
ELAPSED: 103.410004
ELAPSED: 103.529999
ELAPSED: 103.529999
ELAPSED: 103.649994
ELAPSED: 103.680000
ELAPSED: 103.770004
ELAPSED: 103.800003
ELAPSED: 103.889999
ELAPSED: 103.919998
ELAPSED: 104.040001
ELAPSED: 104.040001
ELAPSED: 104.159996
ELAPSED: 104.159996
ELAPSED: 104.279999
ELAPSED: 104.279999
ELAPSED: 104.400002
ELAPSED: 104.400002
ELAPSED: 104.519997
ELAPSED: 104.549995
ELAPSED: 104.639999
ELAPSED: 104.670006
ELAPSED: 104.790001
ELAPSED: 104.790001
ELAPSED: 104.909996
ELAPSED: 104.909996
ELAPSED: 105.029999
ELAPSED: 105.029999
ELAPSED: 105.150002
ELAPSED: 105.180000
ELAPSED: 105.270004
ELAPSED: 105.300003
ELAPSED: 105.389999
ELAPSED: 105.419998
ELAPSED: 105.539993
ELAPSED: 105.539993
ELAPSED: 105.660004
ELAPSED: 105.660004
ELAPSED: 105.779999
ELAPSED: 105.779999
ELAPSED: 105.900002
ELAPSED: 105.900002
ELAPSED: 106.019997
ELAPSED: 106.050003
ELAPSED: 106.139999
ELAPSED: 106.169998
ELAPSED: 106.290001
ELAPSED: 106.290001
ELAPSED: 106.409996
ELAPSED: 106.409996
ELAPSED: 106.530006
ELAPSED: 106.530006
ELAPSED: 106.650002
ELAPSED: 106.680000
ELAPSED: 106.770004
ELAPSED: 106.799995
ELAPSED: 106.889999
ELAPSED: 106.919998
ELAPSED: 107.040001
ELAPSED: 107.040001
ELAPSED: 107.160004
ELAPSED: 107.160004
ELAPSED: 107.279999
ELAPSED: 107.279999
ELAPSED: 107.399994
ELAPSED: 107.430000
ELAPSED: 107.520004
ELAPSED: 107.550003
ELAPSED: 107.639999
ELAPSED: 107.669998
ELAPSED: 107.790001
ELAPSED: 107.790001
ELAPSED: 107.909996
ELAPSED: 107.909996
ELAPSED: 108.029999
ELAPSED: 108.029999
ELAPSED: 108.150002
ELAPSED: 108.180000
ELAPSED: 108.269997
ELAPSED: 108.299995
ELAPSED: 108.389999
ELAPSED: 108.420006
ELAPSED: 108.510002
ELAPSED: 108.540001
ELAPSED: 108.659996
ELAPSED: 108.659996
ELAPSED: 108.779999
ELAPSED: 108.779999
ELAPSED: 108.900002
ELAPSED: 108.900002
ELAPSED: 109.020004
ELAPSED: 109.050003
ELAPSED: 109.139999
ELAPSED: 109.169998
ELAPSED: 109.320000
ELAPSED: 109.320000
ELAPSED: 109.410004
ELAPSED: 109.410004
ELAPSED: 109.529999
ELAPSED: 109.529999
ELAPSED: 109.650002
ELAPSED: 109.650002
ELAPSED: 109.769997
ELAPSED: 109.800003
ELAPSED: 109.889999
ELAPSED: 109.919998
ELAPSED: 110.040001
ELAPSED: 110.040001
ELAPSED: 110.159996
ELAPSED: 110.159996
ELAPSED: 110.280006
ELAPSED: 110.280006
ELAPSED: 110.400002
ELAPSED: 110.400002
ELAPSED: 110.520004
ELAPSED: 110.549995
ELAPSED: 110.639999
ELAPSED: 110.669998
ELAPSED: 110.790001
ELAPSED: 110.790001
ELAPSED: 110.910004
ELAPSED: 110.910004
ELAPSED: 111.029999
ELAPSED: 111.029999
ELAPSED: 111.149994
ELAPSED: 111.180000
ELAPSED: 111.270004
ELAPSED: 111.300003
ELAPSED: 111.389999
ELAPSED: 111.419998
ELAPSED: 111.540001
ELAPSED: 111.540001
ELAPSED: 111.659996
ELAPSED: 111.659996
ELAPSED: 111.779999
ELAPSED: 111.779999
ELAPSED: 111.900002
ELAPSED: 111.900002
ELAPSED: 112.019997
ELAPSED: 112.049995
ELAPSED: 112.139999
ELAPSED: 112.170006
ELAPSED: 112.290001
ELAPSED: 112.290001
ELAPSED: 112.409996
ELAPSED: 112.409996
ELAPSED: 112.529999
ELAPSED: 112.529999
ELAPSED: 112.650002
ELAPSED: 112.680000
ELAPSED: 112.770004
ELAPSED: 112.800003
ELAPSED: 112.889999
ELAPSED: 112.919998
ELAPSED: 113.039993
ELAPSED: 113.039993
ELAPSED: 113.160004
ELAPSED: 113.160004
ELAPSED: 113.279999
ELAPSED: 113.279999
ELAPSED: 113.400002
ELAPSED: 113.400002
ELAPSED: 113.519997
ELAPSED: 113.550003
ELAPSED: 113.639999
ELAPSED: 113.669998
ELAPSED: 113.790001
ELAPSED: 113.790001
ELAPSED: 113.909996
ELAPSED: 113.909996
ELAPSED: 114.030006
ELAPSED: 114.030006
ELAPSED: 114.150002
ELAPSED: 114.150002
ELAPSED: 114.270004
ELAPSED: 114.299995
ELAPSED: 114.389999
ELAPSED: 114.419998
ELAPSED: 114.540001
ELAPSED: 114.540001
ELAPSED: 114.660004
ELAPSED: 114.660004
ELAPSED: 114.779999
ELAPSED: 114.779999
ELAPSED: 114.899994
ELAPSED: 114.899994
ELAPSED: 115.020004
ELAPSED: 115.050003
ELAPSED: 115.139999
ELAPSED: 115.169998
ELAPSED: 115.290001
ELAPSED: 115.290001
ELAPSED: 115.409996
ELAPSED: 115.440002
ELAPSED: 115.529999
ELAPSED: 115.529999
ELAPSED: 115.650002
ELAPSED: 115.650002
ELAPSED: 115.769997
ELAPSED: 115.799995
ELAPSED: 115.889999
ELAPSED: 115.920006
ELAPSED: 116.040001
ELAPSED: 116.040001
ELAPSED: 116.159996
ELAPSED: 116.159996
ELAPSED: 116.279999
ELAPSED: 116.279999
ELAPSED: 116.400002
ELAPSED: 116.430000
ELAPSED: 116.520004
ELAPSED: 116.550003
ELAPSED: 116.639999
ELAPSED: 116.669998
ELAPSED: 116.789993
ELAPSED: 116.789993
ELAPSED: 116.910004
ELAPSED: 116.910004
ELAPSED: 117.029999
ELAPSED: 117.029999
ELAPSED: 117.150002
ELAPSED: 117.180000
ELAPSED: 117.269997
ELAPSED: 117.300003
ELAPSED: 117.389999
ELAPSED: 117.419998
ELAPSED: 117.540001
ELAPSED: 117.540001
ELAPSED: 117.659996
ELAPSED: 117.659996
ELAPSED: 117.780006
ELAPSED: 117.780006
ELAPSED: 117.900002
ELAPSED: 117.900002
ELAPSED: 118.020004
ELAPSED: 118.049995
ELAPSED: 118.139999
ELAPSED: 118.169998
ELAPSED: 118.290001
ELAPSED: 118.290001
ELAPSED: 118.410004
ELAPSED: 118.410004
ELAPSED: 118.529999
ELAPSED: 118.529999
ELAPSED: 118.649994
ELAPSED: 118.649994
ELAPSED: 118.770004
ELAPSED: 118.800003
ELAPSED: 118.889999
ELAPSED: 118.919998
ELAPSED: 119.040001
ELAPSED: 119.040001
ELAPSED: 119.159996
ELAPSED: 119.159996
ELAPSED: 119.279999
ELAPSED: 119.279999
ELAPSED: 119.400002
ELAPSED: 119.400002
ELAPSED: 119.519997
ELAPSED: 119.549995
ELAPSED: 119.670006
ELAPSED: 119.670006
ELAPSED: 119.790001
ELAPSED: 119.790001
ELAPSED: 119.909996
ELAPSED: 119.909996
ELAPSED: 120.029999
ELAPSED: 120.029999
ELAPSED: 120.150002
ELAPSED: 120.150002
ELAPSED: 120.269997
ELAPSED: 120.300003
ELAPSED: 120.389999
ELAPSED: 120.419998
ELAPSED: 120.540001
ELAPSED: 120.540001
ELAPSED: 120.659996
ELAPSED: 120.659996
ELAPSED: 120.779999
ELAPSED: 120.779999
ELAPSED: 120.900009
ELAPSED: 120.900009
ELAPSED: 121.019997
ELAPSED: 121.049995
ELAPSED: 121.139999
ELAPSED: 121.169998
ELAPSED: 121.290009
ELAPSED: 121.290009
ELAPSED: 121.409996
ELAPSED: 121.409996
ELAPSED: 121.530006
ELAPSED: 121.530006
ELAPSED: 121.649994
ELAPSED: 121.649994
ELAPSED: 121.770004
ELAPSED: 121.799995
ELAPSED: 121.890007
ELAPSED: 121.920006
ELAPSED: 122.039993
ELAPSED: 122.039993
ELAPSED: 122.160004
ELAPSED: 122.160004
ELAPSED: 122.280006
ELAPSED: 122.280006
ELAPSED: 122.399994
ELAPSED: 122.399994
ELAPSED: 122.520004
ELAPSED: 122.550003
ELAPSED: 122.639992
ELAPSED: 122.670006
ELAPSED: 122.790001
ELAPSED: 122.790001
ELAPSED: 122.910004
ELAPSED: 122.910004
ELAPSED: 123.029999
ELAPSED: 123.029999
ELAPSED: 123.150002
ELAPSED: 123.150002
ELAPSED: 123.270004
ELAPSED: 123.300003
ELAPSED: 123.389999
ELAPSED: 123.419998
ELAPSED: 123.510002
ELAPSED: 123.540001
ELAPSED: 123.660004
ELAPSED: 123.660004
ELAPSED: 123.779999
ELAPSED: 123.779999
ELAPSED: 123.900002
ELAPSED: 123.900002
ELAPSED: 124.019997
ELAPSED: 124.050003
ELAPSED: 124.139999
ELAPSED: 124.169998
ELAPSED: 124.290001
ELAPSED: 124.290001
ELAPSED: 124.409996
ELAPSED: 124.409996
ELAPSED: 124.529999
ELAPSED: 124.529999
ELAPSED: 124.650009
ELAPSED: 124.650009
ELAPSED: 124.769997
ELAPSED: 124.799995
ELAPSED: 124.889999
ELAPSED: 124.919998
ELAPSED: 125.009995
ELAPSED: 125.040009
ELAPSED: 125.159996
ELAPSED: 125.159996
ELAPSED: 125.280006
ELAPSED: 125.280006
ELAPSED: 125.399994
ELAPSED: 125.399994
ELAPSED: 125.520004
ELAPSED: 125.549995
ELAPSED: 125.640007
ELAPSED: 125.670006
ELAPSED: 125.789993
ELAPSED: 125.789993
ELAPSED: 125.910004
ELAPSED: 125.910004
ELAPSED: 126.030006
ELAPSED: 126.030006
ELAPSED: 126.149994
ELAPSED: 126.149994
ELAPSED: 126.270004
ELAPSED: 126.300003
ELAPSED: 126.389992
ELAPSED: 126.420006
ELAPSED: 126.540001
ELAPSED: 126.540001
ELAPSED: 126.660004
ELAPSED: 126.660004
ELAPSED: 126.779999
ELAPSED: 126.779999
ELAPSED: 126.900002
ELAPSED: 126.900002
ELAPSED: 127.020004
ELAPSED: 127.050003
ELAPSED: 127.139999
ELAPSED: 127.169998
ELAPSED: 127.260002
ELAPSED: 127.290001
ELAPSED: 127.410004
ELAPSED: 127.410004
ELAPSED: 127.529999
ELAPSED: 127.529999
ELAPSED: 127.650002
ELAPSED: 127.650002
ELAPSED: 127.769997
ELAPSED: 127.769997
ELAPSED: 127.889999
ELAPSED: 127.919998
ELAPSED: 128.010010
ELAPSED: 128.040009
ELAPSED: 128.159988
ELAPSED: 128.159988
ELAPSED: 128.279999
ELAPSED: 128.279999
ELAPSED: 128.400009
ELAPSED: 128.400009
ELAPSED: 128.520004
ELAPSED: 128.549988
ELAPSED: 128.639999
ELAPSED: 128.669998
ELAPSED: 128.790009
ELAPSED: 128.790009
ELAPSED: 128.910004
ELAPSED: 128.910004
ELAPSED: 129.029999
ELAPSED: 129.029999
ELAPSED: 129.149994
ELAPSED: 129.149994
ELAPSED: 129.270004
ELAPSED: 129.300003
ELAPSED: 129.389999
ELAPSED: 129.419998
ELAPSED: 129.509995
ELAPSED: 129.539993
ELAPSED: 129.660004
ELAPSED: 129.660004
ELAPSED: 129.779999
ELAPSED: 129.779999
ELAPSED: 129.899994
ELAPSED: 129.929993
ELAPSED: 130.020004
ELAPSED: 130.050003
ELAPSED: 130.139999
ELAPSED: 130.170013
ELAPSED: 130.289993
ELAPSED: 130.289993
ELAPSED: 130.410004
ELAPSED: 130.410004
ELAPSED: 130.529999
ELAPSED: 130.529999
ELAPSED: 130.649994
ELAPSED: 130.649994
ELAPSED: 130.770004
ELAPSED: 130.770004
ELAPSED: 130.889999
ELAPSED: 130.919998
ELAPSED: 131.040009
ELAPSED: 131.040009
ELAPSED: 131.160004
ELAPSED: 131.160004
ELAPSED: 131.279999
ELAPSED: 131.279999
ELAPSED: 131.400009
ELAPSED: 131.400009
ELAPSED: 131.519989
ELAPSED: 131.550003
ELAPSED: 131.639999
ELAPSED: 131.669998
ELAPSED: 131.790009
ELAPSED: 131.790009
ELAPSED: 131.909988
ELAPSED: 131.909988
ELAPSED: 132.029999
ELAPSED: 132.029999
ELAPSED: 132.150009
ELAPSED: 132.150009
ELAPSED: 132.270004
ELAPSED: 132.299988
ELAPSED: 132.389999
ELAPSED: 132.419998
ELAPSED: 132.540009
ELAPSED: 132.540009
ELAPSED: 132.660004
ELAPSED: 132.660004
ELAPSED: 132.779999
ELAPSED: 132.779999
ELAPSED: 132.899994
ELAPSED: 132.899994
ELAPSED: 133.020004
ELAPSED: 133.020004
ELAPSED: 133.139999
ELAPSED: 133.169998
ELAPSED: 133.289993
ELAPSED: 133.289993
ELAPSED: 133.410004
ELAPSED: 133.410004
ELAPSED: 133.529999
ELAPSED: 133.529999
ELAPSED: 133.649994
ELAPSED: 133.649994
ELAPSED: 133.770004
ELAPSED: 133.800003
ELAPSED: 133.889999
ELAPSED: 133.920013
ELAPSED: 134.039993
ELAPSED: 134.039993
ELAPSED: 134.160004
ELAPSED: 134.160004
ELAPSED: 134.279999
ELAPSED: 134.279999
ELAPSED: 134.399994
ELAPSED: 134.399994
ELAPSED: 134.520004
ELAPSED: 134.550003
ELAPSED: 134.639999
ELAPSED: 134.669998
ELAPSED: 134.790009
ELAPSED: 134.790009
ELAPSED: 134.910004
ELAPSED: 134.910004
ELAPSED: 135.029999
ELAPSED: 135.029999
ELAPSED: 135.150009
ELAPSED: 135.150009
ELAPSED: 135.269989
ELAPSED: 135.300003
ELAPSED: 135.389999
ELAPSED: 135.419998
ELAPSED: 135.510010
ELAPSED: 135.540009
ELAPSED: 135.659988
ELAPSED: 135.659988
ELAPSED: 135.779999
ELAPSED: 135.779999
ELAPSED: 135.900009
ELAPSED: 135.900009
ELAPSED: 136.020004
ELAPSED: 136.049988
ELAPSED: 136.139999
ELAPSED: 136.169998
ELAPSED: 136.290009
ELAPSED: 136.290009
ELAPSED: 136.410004
ELAPSED: 136.410004
ELAPSED: 136.529999
ELAPSED: 136.529999
ELAPSED: 136.649994
ELAPSED: 136.649994
ELAPSED: 136.770004
ELAPSED: 136.800003
ELAPSED: 136.889999
ELAPSED: 136.919998
ELAPSED: 137.009995
ELAPSED: 137.039993
ELAPSED: 137.160004
ELAPSED: 137.160004
ELAPSED: 137.279999
ELAPSED: 137.279999
ELAPSED: 137.399994
ELAPSED: 137.399994
ELAPSED: 137.520004
ELAPSED: 137.520004
ELAPSED: 137.639999
ELAPSED: 137.670013
ELAPSED: 137.789993
ELAPSED: 137.789993
ELAPSED: 137.910004
ELAPSED: 137.910004
ELAPSED: 138.029999
ELAPSED: 138.029999
ELAPSED: 138.149994
ELAPSED: 138.179993
ELAPSED: 138.270004
